fullname,price,new_price,year,sellertype,kmdriven,ownertype,fueltype,transmissiontype,mileage,enginecc,maxpowerbhp,seats,pricelakh,price_old
Ford Fiesta 1.6 Duratec EXI,170000,null,2009,Individual,90000,First Owner,Petrol,Manual,15.3,1596,101,5,Lower Range,1.7
Honda Amaze S CVT Petrol BSIV,800000,7.54-10.66,2019,Dealer,8760,First Owner,Petrol,Automatic,19,1199,88.76,5,Medium Range,8
Nissan Sunny XL,335000,null,2012,Dealer,27693,First Owner,Petrol,Manual,16.95,1498,97.7,5,Lower Range,3.35
Renault Duster 85PS Diesel RxL,395000,null,2013,Dealer,62000,First Owner,Diesel,Manual,19.87,1461,83.8,5,Lower Range,3.95
Renault KWID AMT RXL,350000,3.71-6.31,2017,Individual,40000,First Owner,Petrol,Automatic,24.04,999,67,5,Lower Range,3.5
Maruti Swift Dzire AMT ZDI,675000,null,2016,Individual,70000,First Owner,Diesel,Automatic,26.59,1248,74,5,Medium Range,6.75
Maruti Ciaz S 1.3,800000,null,2018,Individual,40000,First Owner,Diesel,Manual,28.09,1248,88.5,5,Medium Range,8
Hyundai i10 Magna 1.1L,170000,null,2010,Individual,70000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,1.7
Hyundai Creta 1.4 CRDi Base,925000,null,2015,Dealer,52000,First Owner,Diesel,Manual,21.38,1396,88.7,5,Higher Range,9.25
Hyundai i20 Asta 1.4 CRDi,625000,9.89-13.36,2015,Dealer,80131,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,6.25
Maruti Celerio ZXI AT,485000,5.55-7.00,2016,Dealer,41944,First Owner,Petrol,Automatic,23.1,998,67.04,5,Medium Range,4.85
Hyundai Elantra 2.0 SX Option AT,1525000,22.59-25.23,2016,Dealer,28000,First Owner,Petrol,Automatic,14.62,1999,149.92,5,Higher Range,15.25
Maruti Vitara Brezza VDi,800000,null,2017,Dealer,20000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,8
Honda Civic 1.8 V MT,275000,21.22-25.25,2010,Individual,60000,First Owner,Petrol,Manual,13.5,1799,130,5,Lower Range,2.75
Maruti Ertiga SHVS ZDI,900000,null,2017,Dealer,68000,First Owner,Diesel,Manual,24.52,1248,88.5,7,Higher Range,9
Chevrolet Beat Diesel LT,210000,null,2012,Dealer,27000,First Owner,Diesel,Manual,25.44,936,57.6,5,Lower Range,2.1
Hyundai Verna 1.6 SX CRDI (O) AT,550000,null,2014,Dealer,89000,First Owner,Diesel,Automatic,22.32,1582,126.32,5,Medium Range,5.5
Maruti Swift VDI BSIV,390000,null,2014,Individual,90000,First Owner,Diesel,Manual,25.2,1248,74,5,Lower Range,3.9
Mahindra Bolero 2011-2019 Camper DX,545000,null,2010,Dealer,47000,First Owner,Diesel,Manual,14,2523,83,7,Medium Range,5.45
Jaguar XF 2.2 Litre Luxury,3190000,null,2014,Dealer,28000,First Owner,Diesel,Automatic,16.36,2179,187.7,5,Higher Range,31.9
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,865000,null,2017,Dealer,63000,First Owner,Petrol,Manual,15.9,1496,120.69,5,Higher Range,8.65
Honda City i DTEC S,549000,14.88-17.63,2014,Dealer,67000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,5.49
Ford Figo 1.2P Titanium MT,575000,6.84-8.56,2016,Dealer,49392,First Owner,Petrol,Manual,18.16,1196,86.8,5,Medium Range,5.75
Honda WR-V i-DTEC VX,800000,11.87-13.62,2017,Individual,65000,First Owner,Diesel,Manual,25.5,1498,98.6,5,Medium Range,8
Honda Brio E MT,300000,null,2013,Dealer,75000,First Owner,Petrol,Manual,19.4,1198,86.8,5,Lower Range,3
Hyundai Creta 1.6 CRDi SX,1200000,12.82-21.66,2017,Individual,50000,First Owner,Diesel,Manual,19.67,1582,126.2,5,Higher Range,12
Maruti Swift VDI BSIV,270000,null,2010,Dealer,82465,First Owner,Diesel,Manual,17.8,1248,null,5,Lower Range,2.7
Maruti Swift LXI,280000,6.29-9.30,2012,Individual,90000,First Owner,Petrol,Manual,18.6,1197,85.8,5,Lower Range,2.8
Maruti Swift ZDi,525000,null,2012,Dealer,92000,First Owner,Diesel,Manual,22.9,1248,74,5,Medium Range,5.25
Mahindra Thar CRDe,950000,15.78-18.07,2017,Individual,60000,First Owner,Diesel,Manual,16.55,2498,105,6,Higher Range,9.5
Datsun RediGO S,270000,null,2017,Dealer,17731,First Owner,Petrol,Manual,22.7,799,53.64,5,Lower Range,2.7
Toyota Fortuner 3.0 Diesel,1100000,39.12-45.22,2011,Dealer,85000,First Owner,Diesel,Manual,11.5,2982,171,7,Higher Range,11
Maruti Vitara Brezza ZDi Plus,985000,null,2017,Dealer,61326,First Owner,Diesel,Manual,24.3,1248,88.5,5,Higher Range,9.85
Maruti Celerio VXI Optional,450000,5.26-6.60,2017,Individual,32000,First Owner,Petrol,Manual,23.1,998,67.04,5,Medium Range,4.5
Hyundai Creta 1.6 VTVT AT SX Plus,800000,12.35-21.56,2015,Individual,57000,First Owner,Petrol,Automatic,13,1591,121.3,5,Medium Range,8
Hyundai Verna CRDi 1.6 EX,860000,12.19-17.18,2018,Individual,42700,First Owner,Diesel,Manual,22,1582,126.2,5,Higher Range,8.6
Mercedes-Benz GLA Class 200 Sport,2225000,null,2016,Dealer,20000,First Owner,Petrol,Automatic,13.7,1991,183,5,Higher Range,22.25
Maruti Ertiga BSIV VXI,585000,8.62-12.06,2014,Individual,35000,First Owner,Petrol,Manual,17.5,1373,91.1,7,Medium Range,5.85
Mahindra Xylo H4,700000,null,2018,Individual,70000,First Owner,Diesel,Manual,14.02,2179,118.3,7,Medium Range,7
Maruti Wagon R AMT VXI Option,400000,5.16-6.88,2017,Individual,10000,First Owner,Petrol,Automatic,20.51,998,67,5,Lower Range,4
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,850000,null,2017,Dealer,31210,First Owner,Diesel,Manual,25.1,1248,88.5,5,Higher Range,8.5
Honda Civic 1.8 V MT,400000,22.41-26.73,2008,Individual,110000,First Owner,Petrol,Manual,13.5,1799,130,5,Lower Range,4
Maruti Ertiga VDI,785000,null,2015,Dealer,78368,First Owner,Diesel,Manual,20.77,1248,88.76,7,Medium Range,7.85
Maruti SX4 S Cross DDiS 200 Sigma,650000,null,2017,Dealer,44000,First Owner,Diesel,Manual,23.65,1248,88.5,5,Medium Range,6.5
Hyundai i20 1.2 Sportz,550000,7.91-13.24,2015,Dealer,37924,First Owner,Petrol,Manual,17,1197,80,5,Medium Range,5.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,425000,10.14-13.79,2014,Dealer,104859,First Owner,Diesel,Manual,22.7,1498,89.84,5,Medium Range,4.25
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,831000,10.05-13.48,2017,Dealer,63000,First Owner,Diesel,Manual,23,1498,98.96,5,Higher Range,8.31
Hyundai Santro Xing XL,160000,null,2006,Dealer,42653,First Owner,Petrol,Manual,null,1086,null,5,Lower Range,1.6
Kia Seltos HTX Plus AT D,1950000,null,2019,Dealer,7100,First Owner,Diesel,Automatic,17.8,1493,113.4,5,Higher Range,19.5
Honda Jazz 1.2 V AT i VTEC,785000,9.20-11.83,2017,Dealer,52377,First Owner,Petrol,Automatic,19,1199,88.7,5,Medium Range,7.85
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,750000,7.40-12.08,2017,Dealer,14000,First Owner,Petrol,Manual,16.2,1199,74,5,Medium Range,7.5
Volkswagen Polo Diesel Highline 1.2L,675000,null,2016,Dealer,70000,First Owner,Diesel,Manual,22.07,1199,73.9,5,Medium Range,6.75
Hyundai Grand i10 CRDi Asta,685000,null,2018,Dealer,18000,First Owner,Diesel,Manual,24,1120,70,5,Medium Range,6.85
Mercedes-Benz GLA Class 200 d Sport,2150000,null,2014,Dealer,70000,First Owner,Diesel,Automatic,17.9,2143,136,5,Higher Range,21.5
Hyundai Verna 1.6 CRDI AT SX Option,1295000,13.62-19.13,2019,Dealer,7000,First Owner,Diesel,Automatic,19.08,1582,126.2,5,Higher Range,12.95
Maruti Ciaz ZXi Plus,635000,null,2015,Dealer,49000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,6.35
Tata Nano XTA,120000,null,2015,Individual,15000,First Owner,Petrol,Automatic,21.9,624,37.48,4,Lower Range,1.2
Honda City i DTEC SV,640000,15.45-18.31,2014,Dealer,62000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,6.4
Volkswagen Vento Petrol Trendline,400000,10.61-16.31,2013,Individual,34000,First Owner,Petrol,Manual,15.04,1598,103.6,5,Lower Range,4
Honda WR-V i-DTEC S,725000,11.19-13.09,2017,Dealer,66000,First Owner,Diesel,Manual,25.5,1498,98.6,5,Medium Range,7.25
Renault KWID AMT RXL,350000,4.12-6.65,2017,Individual,35000,First Owner,Petrol,Automatic,24.04,999,67,5,Lower Range,3.5
Skoda Laura Ambiente 2.0 TDI CR MT,400000,null,2012,Individual,110000,First Owner,Diesel,Manual,20,1968,108.5,5,Lower Range,4
Hyundai Venue SX Turbo,1050000,8.30-14.44,2020,Individual,5000,First Owner,Petrol,Manual,18.27,998,118.35,5,Higher Range,10.5
Toyota Etios G,365000,null,2011,Dealer,168986,First Owner,Petrol,Manual,17.6,1496,88.73,5,Lower Range,3.65
Hyundai i20 Asta 1.4 CRDi,620000,9.68-12.84,2015,Individual,64000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,6.2
Skoda Rapid 1.6 TDI Elegance,475000,null,2012,Dealer,85600,First Owner,Diesel,Manual,20.5,1598,103.5,5,Medium Range,4.75
Hyundai EON Era Plus,320000,null,2013,Dealer,56856,First Owner,Petrol,Manual,21.1,814,55.2,5,Lower Range,3.2
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,645000,null,2013,Dealer,77000,First Owner,Diesel,Manual,12.8,2494,102,7,Medium Range,6.45
Maruti Celerio VXI AT,495000,5.55-7.00,2015,Dealer,57000,First Owner,Petrol,Automatic,23.1,998,67.04,5,Medium Range,4.95
Toyota Etios GD,450000,null,2016,Individual,165000,First Owner,Diesel,Manual,23.59,1364,67.05,5,Medium Range,4.5
Renault KWID 1.0 RXL,385000,4.00-6.54,2018,Dealer,8627,First Owner,Petrol,Manual,21.74,999,67,5,Lower Range,3.85
Volkswagen Polo Diesel Highline 1.2L,290000,null,2013,Individual,100000,First Owner,Diesel,Manual,22.07,1199,73.9,5,Lower Range,2.9
Maruti Eeco 5 STR With AC Plus HTR CNG,421000,5.85,2017,Dealer,48000,First Owner,CNG,Manual,15.1,1196,73,5,Medium Range,4.21
Volkswagen Polo 1.2 MPI Comfortline,385000,null,2013,Dealer,56000,First Owner,Petrol,Manual,16.2,1199,74,5,Lower Range,3.85
Toyota Etios Liva GD,450000,null,2015,Individual,70000,First Owner,Diesel,Manual,23.59,1364,67.04,5,Medium Range,4.5
Hyundai Santro Xing XL,90000,null,2007,Individual,34000,First Owner,Petrol,Manual,null,1086,null,5,Lower Range,0.9
Honda Brio 1.2 VX MT,530000,null,2017,Dealer,29000,First Owner,Petrol,Manual,18.5,1198,86.8,5,Medium Range,5.3
Hyundai EON Magna,238000,null,2014,Dealer,55060,First Owner,Petrol,Manual,22,814,55,5,Lower Range,2.38
Toyota Innova 2.5 G4 Diesel 7-seater,425000,null,2008,Dealer,193000,First Owner,Diesel,Manual,12.8,2494,102,7,Medium Range,4.25
Hyundai Grand i10 Sportz,500000,7.05-7.41,2017,Individual,20000,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,899000,10.14-13.79,2018,Dealer,6500,First Owner,Diesel,Manual,22.77,1498,98.59,5,Higher Range,8.99
Maruti Alto 800 CNG LXI,185000,4.98-5.02,2013,Individual,90000,First Owner,CNG,Manual,30.46,796,47.3,5,Lower Range,1.85
Volkswagen Polo 2015-2019 GT TSI Sport Edition,895000,7.40-12.08,2017,Dealer,37450,First Owner,Petrol,Automatic,17.21,1197,103.5,5,Higher Range,8.95
Honda City i DTec S,685000,15.45-18.31,2016,Dealer,88102,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,6.85
Honda City 1.5 S MT,325000,12.90-16.99,2010,Dealer,47000,First Owner,Petrol,Manual,17,1497,118,5,Lower Range,3.25
Maruti Wagon R LXI,296000,null,2012,Dealer,37623,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,2.96
Honda Amaze S i-Vtech,495000,7.54-10.66,2014,Dealer,49000,First Owner,Petrol,Manual,18,1198,86.7,5,Medium Range,4.95
Hyundai i20 Sportz 1.4 CRDi,460000,9.89-13.36,2012,Dealer,69000,First Owner,Diesel,Manual,21.9,1396,88.76,5,Medium Range,4.6
Maruti Eeco 7 Seater Standard BSIV,150000,4.47-4.92,2011,Individual,100000,First Owner,Petrol,Manual,15.37,1196,73,7,Lower Range,1.5
Hyundai Verna 1.6 SX,525000,null,2013,Dealer,90000,First Owner,Diesel,Manual,22.32,1582,126.32,5,Medium Range,5.25
Maruti Swift Dzire VXI,500000,null,2013,Dealer,60855,First Owner,Petrol,Manual,19.1,1197,85.8,5,Medium Range,5
Maruti Swift Dzire ZXI,440000,7.15-10.66,2013,Individual,86300,First Owner,Petrol,Manual,19.1,1197,85.8,5,Medium Range,4.4
Hyundai i20 Asta 1.4 CRDi,650000,null,2015,Dealer,78000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,6.5
Hyundai i10 Magna 1.2 iTech SE,210000,null,2011,Dealer,50000,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.1
Maruti Wagon R LXI CNG,375000,6.09-6.17,2015,Dealer,42100,First Owner,CNG,Manual,26.6,998,58.16,5,Lower Range,3.75
Maruti Alto 800 LXI,300000,3.60-4.83,2015,Individual,35000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,3
Toyota Innova 2.5 G4 Diesel 7-seater,700000,null,2008,Dealer,143448,First Owner,Diesel,Manual,12.8,2494,102,7,Medium Range,7
Tata Tiago 1.05 Revotorq XZ WO Alloy,485000,null,2017,Dealer,39543,First Owner,Diesel,Manual,27.28,1047,69,5,Medium Range,4.85
Renault KWID RXT,315000,null,2016,Dealer,46000,First Owner,Petrol,Manual,25.17,799,53.3,5,Lower Range,3.15
Maruti Celerio ZXI AT,435000,5.25-6.60,2016,Dealer,51000,First Owner,Petrol,Automatic,23.1,998,67.04,5,Medium Range,4.35
Mahindra XUV500 W10 AWD,1100000,17.29-24.23,2015,Individual,80000,First Owner,Diesel,Manual,16,2179,140,7,Higher Range,11
Hyundai i20 Sportz 1.2,500000,8.38-13.24,2015,Dealer,60000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5
Ford Fiesta 1.4 Duratec EXI,230000,null,2008,Individual,63600,First Owner,Petrol,Manual,16.6,1388,68,5,Lower Range,2.3
Chevrolet Beat LS,225000,null,2011,Dealer,29800,First Owner,Petrol,Manual,18.6,1199,79.4,5,Lower Range,2.25
Hyundai i20 1.2 Spotz,655000,8.21-14.01,2017,Individual,50000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,6.55
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,900000,10.51-13.98,2018,Individual,40000,First Owner,Diesel,Manual,23,1498,98.96,5,Higher Range,9
Tata Nano Twist XT,221000,null,2017,Dealer,12598,First Owner,Petrol,Manual,25.4,624,37.5,4,Lower Range,2.21
Volkswagen Vento 1.6 Comfortline,915000,10.89-17.15,2018,Dealer,9965,First Owner,Petrol,Manual,16.09,1598,103.2,5,Higher Range,9.15
Mahindra Bolero 2011-2019 SLX 2WD BSIII,530000,8.79-10.31,2013,Individual,39000,First Owner,Diesel,Manual,15.96,2523,62.1,7,Medium Range,5.3
Toyota Innova Crysta 2016-2020 2.4 GX AT,1490000,19.90-29.90,2016,Dealer,35500,First Owner,Diesel,Automatic,13.68,2393,147.51,7,Higher Range,14.9
Honda Amaze VX Petrol,415000,7.35-10.36,2013,Dealer,70400,First Owner,Petrol,Manual,18.6,1199,88.76,5,Medium Range,4.15
Maruti Wagon R LXI CNG Optional,300000,5.97-6.04,2015,Individual,80000,First Owner,CNG,Manual,26.6,998,58.16,5,Lower Range,3
Maruti Eeco 5 Seater AC,275000,null,2011,Dealer,70000,First Owner,Petrol,Manual,16.11,1196,72.42,5,Lower Range,2.75
Maruti Swift VDI,350000,null,2012,Individual,120000,First Owner,Diesel,Manual,22.9,1248,74,5,Lower Range,3.5
Hyundai Xcent 2016-2017 VTVT Plus ABS,490000,null,2017,Dealer,32000,First Owner,Petrol,Manual,19.1,1197,82,5,Medium Range,4.9
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,1025000,null,2014,Dealer,115000,First Owner,Diesel,Manual,12.99,2494,100,7,Higher Range,10.25
Hyundai Grand i10 AT Asta,515000,7.33-7.71,2017,Dealer,76000,First Owner,Petrol,Automatic,18.9,1197,82,5,Medium Range,5.15
Nissan Sunny Diesel XL,270000,null,2012,Individual,67000,First Owner,Diesel,Manual,21.64,1461,84.8,5,Lower Range,2.7
Honda City 2017-2020 EXi,400000,12.80-17.01,2008,Individual,120000,First Owner,Petrol,Manual,17.7,1497,78,5,Lower Range,4
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,730000,7.23-11.75,2019,Dealer,7000,First Owner,Petrol,Manual,18.78,999,75,5,Medium Range,7.3
Maruti Ciaz ZXi Plus,725000,9.95-13.51,2016,Dealer,45000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,7.25
Honda City i DTEC S,650000,15.45-18.31,2016,Dealer,88000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,6.5
Maruti Vitara Brezza VDi,800000,null,2018,Individual,40000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,8
Maruti 800 Std MPFi,120000,null,2006,Dealer,43950,First Owner,Petrol,Manual,16.1,796,37,4,Lower Range,1.2
Ford Freestyle Titanium Diesel BSIV,775000,10.12-10.90,2019,Individual,30000,First Owner,Diesel,Manual,24.4,1498,98.63,5,Medium Range,7.75
Volkswagen Polo GT TSI,645000,7.23-11.75,2015,Dealer,56084,First Owner,Petrol,Automatic,17.21,1197,103.6,5,Medium Range,6.45
Maruti Alto K10 2010-2014 VXI,250000,null,2012,Dealer,116006,First Owner,Petrol,Manual,20.92,998,67.1,5,Lower Range,2.5
Maruti Wagon R VXI,295000,null,2013,Dealer,65000,First Owner,Petrol,Manual,21.79,998,67.05,5,Lower Range,2.95
Mercedes-Benz GLA Class 200 D Sport Edition,2675000,null,2017,Dealer,36345,First Owner,Diesel,Automatic,17.9,2143,136,5,Higher Range,26.75
Honda Civic V,1670000,20.84-24.63,2019,Dealer,21000,First Owner,Petrol,Automatic,16.5,1799,139.46,5,Higher Range,16.7
Hyundai Santro Xing XO,225000,null,2005,Dealer,48000,First Owner,Petrol,Manual,17,1086,null,5,Lower Range,2.25
Maruti Swift Dzire VDi,380000,null,2011,Individual,180000,First Owner,Diesel,Manual,19.3,1248,73.9,5,Lower Range,3.8
Renault KWID 1.0 RXT Optional,310000,3.71-6.31,2017,Individual,25000,First Owner,Petrol,Manual,23.01,999,67,5,Lower Range,3.1
Mahindra XUV300 W8 Diesel BSIV,1079000,null,2019,Individual,25000,First Owner,Diesel,Manual,20,1497,115,5,Higher Range,10.79
Toyota Innova 2.5 G (Diesel) 7 Seater,1275000,null,2015,Dealer,71000,First Owner,Diesel,Manual,12.99,2494,100.6,7,Higher Range,12.75
Maruti Eeco 7 Seater STD,365000,4.67-5.13,2016,Dealer,40000,First Owner,Petrol,Manual,15.37,1196,72.42,7,Lower Range,3.65
Maruti Ritz LDi,283000,null,2012,Individual,83000,First Owner,Diesel,Manual,23.2,1248,73.94,5,Lower Range,2.83
Mahindra XUV500 W9,1500000,17.83-24.91,2017,Dealer,60000,First Owner,Diesel,Manual,15.1,2179,152.87,7,Higher Range,15
Hyundai Creta 1.6 EX Petrol,1070000,12.55-22.31,2019,Individual,12000,First Owner,Petrol,Manual,15.8,1591,121.3,5,Higher Range,10.7
BMW 5 Series 530d Highline,1855000,73.20-82.67,2012,Dealer,65000,First Owner,Diesel,Automatic,11.5,2993,235,5,Higher Range,18.55
Ford Ecosport 1.5 DV5 MT Titanium Optional,475000,10.14-13.79,2014,Dealer,58000,First Owner,Diesel,Manual,22.7,1498,89.84,5,Medium Range,4.75
Chevrolet Beat Diesel LS,180000,null,2015,Individual,60000,First Owner,Diesel,Manual,25.44,936,56.3,5,Lower Range,1.8
Hyundai Grand i10 Magna,495000,7.33-7.71,2016,Dealer,28000,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,4.95
Maruti Vitara Brezza ZDi Plus,850000,null,2017,Individual,90000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Higher Range,8.5
Maruti Swift Dzire VXI,530000,6.56-10.04,2016,Individual,73000,First Owner,Petrol,Manual,20.85,1197,83.14,5,Medium Range,5.3
Mercedes-Benz C-Class C 250 CDI Elegance,1000000,52.16-65.17,2012,Dealer,64212,First Owner,Diesel,Automatic,14.94,2143,204,5,Higher Range,10
Tata Zest Quadrajet 1.3 75PS XMS,370000,null,2017,Individual,90000,First Owner,Diesel,Manual,22.95,1248,74,5,Lower Range,3.7
Maruti Swift LDI BSIV,550000,null,2016,Dealer,85263,First Owner,Diesel,Manual,25.2,1248,74,5,Medium Range,5.5
Chevrolet Sail 1.2 LS,375000,null,2016,Dealer,37300,First Owner,Petrol,Manual,18.2,1199,82.4,5,Lower Range,3.75
Hyundai Xcent 1.2 Kappa AT SX Option,375000,null,2015,Individual,320000,First Owner,Petrol,Automatic,16.9,1197,82,5,Lower Range,3.75
Nissan Sunny Diesel XL,355000,null,2014,Dealer,94000,First Owner,Diesel,Manual,21.64,1461,84.8,5,Lower Range,3.55
Audi A6 35 TDI Premium,2675000,null,2015,Dealer,56227,First Owner,Diesel,Automatic,17.68,1968,174.33,5,Higher Range,26.75
Maruti Alto 800 LX,220000,3.32-4.44,2016,Individual,2000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.2
Maruti Alto K10 VXI AGS,360000,null,2016,Dealer,31000,First Owner,Petrol,Automatic,23.95,998,67.05,5,Lower Range,3.6
Mahindra TUV 300 T6,685000,null,2017,Individual,60000,First Owner,Diesel,Manual,18.49,1493,100,7,Medium Range,6.85
Maruti Ciaz 1.4 Alpha,690000,null,2017,Dealer,31869,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,6.9
Hyundai Santro Xing GL,160000,null,2011,Individual,37400,First Owner,Petrol,Manual,null,1086,62,5,Lower Range,1.6
Audi A5 Sportback,4175000,null,2017,Dealer,25000,First Owner,Diesel,Automatic,19.2,1968,187.74,5,Higher Range,41.75
Maruti Alto K10 VXI,400000,null,2017,Dealer,23765,First Owner,Petrol,Manual,23.95,998,67.05,5,Lower Range,4
Toyota Platinum Etios 1.4 GXD,650000,null,2018,Dealer,90483,First Owner,Diesel,Manual,23.59,1364,67.05,5,Medium Range,6.5
Maruti Swift Dzire VXI,350000,6.74-10.04,2013,Individual,64000,First Owner,Petrol,Manual,19.1,1197,85.8,5,Lower Range,3.5
Maruti Wagon R VXI,300000,5.40-7.20,2013,Dealer,34000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,3
Maruti Celerio VXI AT,375000,null,2014,Dealer,52500,First Owner,Petrol,Automatic,23.1,998,67.04,5,Lower Range,3.75
Maruti Swift ZXI ABS,205000,6.07-9.06,2008,Dealer,57000,First Owner,Petrol,Manual,16.1,1298,88.2,5,Lower Range,2.05
Hyundai i20 Asta Option Diesel,975000,9.89-13.36,2019,Dealer,15000,First Owner,Diesel,Manual,22.54,1396,88.76,5,Higher Range,9.75
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,1000000,null,2019,Individual,30000,First Owner,Diesel,Manual,25.1,1248,88.5,5,Higher Range,10
Maruti Omni E MPI STD BS IV,325000,null,2016,Dealer,27000,First Owner,Petrol,Manual,16.8,796,34.2,8,Lower Range,3.25
Audi Q3 35 TDI Quattro Premium Plus,1850000,null,2016,Dealer,50000,First Owner,Diesel,Automatic,15.17,1968,181,5,Higher Range,18.5
Toyota Corolla Altis G,385000,null,2009,Dealer,167919,First Owner,Petrol,Manual,14.53,1798,138.1,5,Lower Range,3.85
Mahindra XUV500 W10 2WD,1570000,17.83-24.91,2017,Dealer,34000,First Owner,Diesel,Manual,16,2179,140,7,Higher Range,15.7
Mercedes-Benz M-Class ML 250 CDI,3100000,null,2016,Dealer,147000,First Owner,Diesel,Automatic,15.26,2143,203.2,5,Higher Range,31
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,885000,10.46-14.27,2017,Individual,40000,First Owner,Diesel,Manual,23,1498,98.96,5,Higher Range,8.85
Maruti Ciaz VDi Option SHVS,630000,null,2016,Dealer,63000,First Owner,Diesel,Manual,28.09,1248,88.5,5,Medium Range,6.3
BMW 3 Series GT 320d Sport Line,2690000,54.86-61.27,2016,Dealer,45000,First Owner,Diesel,Automatic,19.59,1995,184,5,Higher Range,26.9
Mercedes-Benz GLA Class 200 d Sport,2600000,null,2016,Individual,16600,First Owner,Diesel,Automatic,17.9,2143,136,5,Higher Range,26
Mercedes-Benz E-Class E 250 Elegance,1850000,null,2013,Dealer,39500,First Owner,Petrol,Automatic,10.93,2497,204,5,Higher Range,18.5
Hyundai i10 Magna 1.2 iTech SE,230000,null,2011,Individual,42000,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.3
Honda City 2017-2020 GXi,180000,null,2007,Dealer,70000,First Owner,Petrol,Manual,17.7,1497,78,5,Lower Range,1.8
Honda CR-V Diesel 2WD,3100000,null,2019,Individual,20000,First Owner,Diesel,Automatic,19.5,1597,118.3,7,Higher Range,31
Maruti Swift Dzire VDI,450000,null,2016,Individual,80000,First Owner,Diesel,Manual,26.59,1248,74,5,Medium Range,4.5
Chevrolet Spark 1.0 LT,165000,null,2013,Individual,10000,First Owner,Petrol,Manual,16.2,995,62.1,5,Lower Range,1.65
Mercedes-Benz C-Class 230 Avantgarde,800000,48.86-1.64 ,2010,Dealer,75000,First Owner,Petrol,Automatic,11.7,1796,178,5,Medium Range,8
Hyundai EON Era Plus,205000,null,2014,Individual,77000,First Owner,Petrol,Manual,21.1,814,55.2,5,Lower Range,2.05
Tata Indigo LX,315000,null,2011,Individual,69000,First Owner,Diesel,Manual,17,1405,70,5,Lower Range,3.15
Chevrolet Sail 1.2 LS,395000,null,2015,Dealer,57323,First Owner,Petrol,Manual,18.2,1199,82.4,5,Lower Range,3.95
Maruti Alto K10 LXI,215000,null,2011,Dealer,22900,First Owner,Petrol,Manual,20.92,998,67.1,5,Lower Range,2.15
Hyundai Xcent 1.2 Kappa SX,550000,null,2014,Individual,25000,First Owner,Petrol,Manual,19.1,1197,82,5,Medium Range,5.5
Maruti Celerio VXI CNG BSIV,510000,6.40-6.46,2018,Individual,20000,First Owner,CNG,Manual,31.79,998,58.33,5,Medium Range,5.1
Ford Endeavour 2.5L 4X2 MT,875000,38.29-45.12,2012,Dealer,98000,First Owner,Diesel,Manual,13.1,2499,141,7,Higher Range,8.75
Honda City i-VTEC SV,537000,12.90-16.99,2014,Dealer,75000,First Owner,Petrol,Manual,17.4,1497,117.6,5,Medium Range,5.37
Tata Nexon 1.2 Revotron XM,600000,7.89-12.76,2018,Individual,60000,First Owner,Petrol,Manual,17,1198,108.5,5,Medium Range,6
Renault KWID Climber 1.0 AMT,345000,3.43-5.78,2018,Individual,12500,First Owner,Petrol,Automatic,24.04,999,67,5,Lower Range,3.45
